gene_id	phastCons_mean
CYP11A1	0.141091650840543
AGAP12P	NA
NLRC5	0.0639482786143778
ZBED1	0.137626349446469
ZBED1	0.134043869903046
ZBED1	0.14165073971827
ZBED1	0.137941530402775
FAM3A	0.0996430342092218
FAM3A	0.0993341945741828
FAM3A	0.0993341945741828
DHPS	0.188418491484185
PDE4C	NA
DHPS	0.188418491484185
NFKBIB	NA
CTNND1	NA
CTNND1	NA
APLP2	NA
C19orf48	0.0492599832449037
POLE2	0.137271916127593
GPR89B	NA
LETMD1	0.13395321927432
FAM160B2	0.150536065469771
MYL7	0.201862348178138
PKIG	0.0838593596002659
PKIG	0.0838593596002659
PKIB	NA
UBE2C	NA
GPR141	0.0487273393151434
GBGT1	0.0662381473377098
GIT2	0.132629270197999
TRIP12	NA
TRIP13	0.0794199223393297
COPS2	0.153790229360589
GBGT1	0.0662381473377098
GBGT1	0.0662381473377098
DYNLL2	0.209599999999999
MACROD2	NA
ARHGAP22-IT1	0.01046578493387
SYT14	NA
ZMYND8	NA
VNN3	0.0997078464106845
VNN3	0.0997078464106845
ERI3	0.232725335479207
HDAC9	NA
MIR4294	0
FAM170B-AS1	0.0552339279703802
NAT16	0.0648841718542709
VWC2	NA
ADGRG6	NA
ZNF33A	0.117925559920619
C10orf71-AS1	0.104364471669219
ADAMTS10	0.1790934938953
FBXL19	0.199953361834434
ATL2	NA
FN1	0.172016488265409
CAMK2G	0.176462770489011
FGFR2	0.121230254316794
GOLGA6L2	0.0654441330571464
BIRC2	NA
ATF7IP2	0.118110454093607
GOLGB1	0.164653000855077
YAP1	0.103648222243909
YAP1	0.103648222243909
ANKS1B	NA
SNAP47	0.087381200796737
TXNDC11	0.0783281588108006
PAQR3	0.165866047456643
ECT2	0.12076890459364
CNTN4	NA
RELL1	NA
C6orf201	0.100932875623048
RALGDS	NA
RALGDS	NA
AIFM3	0.146880405238448
GRSF1	NA
TBC1D3	0.115752005046409
TBC1D3	0.0715188159913366
ARSF	0.113574616183447
ARSF	0.11312192228644
TAF1A	0.0775325445634189
PCSK2	NA
PIGO	0.382245962100979
ENO1	0.103363862505653
SMG5	0.1272959486753
LRRCC1	NA
FIP1L1	0.109148913161026
FIP1L1	0.109148913161026
FIP1L1	0.109148913161026
MINDY1	0.155129605720528
MINDY1	0.155129605720528
TPRXL	NA
COX15	0.116048163303701
TFAP2A	0.462329474427957
NCAPD3	0.0835571923743501
LIMCH1	NA
TIMM23B	0.0940156616594046
INPP5B	NA
GNPDA2	0.114286864457952
ITGA2	0.0773952138405943
RMST	0.170694731076576
TEX264	0.135002140803719
TPM3	0.174265548867871
SDHC	0.106802709929299
TPM3	0.154273327828241
KCNN2	NA
SACS-AS1	0.0836464646464648
GATA6-AS1	0.22992277992278
SNORA74C-2	0.581463414634146
MBNL2	NA
SUMF1	NA
FAM21EP	0.0992171245951569
CNTNAP4	NA
CPA5	0.147227797290516
YPEL5	0.175155233589592
ERLEC1	0.139278770774537
ERLEC1	0.139278770774537
STXBP2	0.153729679516953
PCBP4	0.27254450890178
SLC9A4	0.0643593204714555
SLC2A14	0.107764515007533
SGMS1-AS1	0.21903693734111
EGF	NA
TEX35	0.102509856716992
PSMD10	0.201785470900913
PSMD9	0.0544715171642549
PSMD7	0.167454622203461
PSMB7	0.170057600154893
LOC102724719	0.0520167364016736
RNPEP	0.0839448735955057
IRF2BP1	0.582366863905326
PRKG1-AS1	0.125107047795394
GPSM1	0.0620602544910179
CHST15	NA
LOC105378305	NA
OS9	0.193895812201131
NEPRO	0.103349198978407
BHLHB9	0.223814750449709
MIOS	0.149619043112015
MIOS	0.149619043112015
BEND7	NA
AKT3	0.0945502722302379
ZNF211	0.0324045977011494
DNAJA4	0.104108028032591
INAVA	0.0943868739205527
MTCH2	0.110808678500986
WIPI2	0.0559117593102183
N4BP2L1	0.104669998905469
N4BP2L1	0.104669998905469
N4BP2L1	0.104669998905469
NEDD4L	0.0633843676019722
KRTAP21-3	0.0102362204724409
KRTAP22-2	0.00986394557823129
ARHGAP40	0.0752917332023092
MBD3L3	0.0493212669683258
MBD3L4	0.0129987659399424
SSX2B	0.0383216647218981
SSX2B	0.0387030915807894
HSFX2	0.0351785714285714
HSFX2	0.0479642857142857
CDK5	0.291601371204701
CCDC175	0.0625364126723064
TLCD2	0.0964960994314426
TRIM64B	0.0405191458026509
BHLHA9	0.198106336489439
CRYAB	0.280796252927401
SPIDR	NA
GATD3A	0.0663424771404822
GATD3A	0.0647963424771405
PNPLA4	0.0498937191442677
NPHS1	0.137370089186998
MPST	0.0844351796704388
PAGE5	0.0320138150903294
MAP9	0.0632932054682717
CHD1L	0.0958860639227756
KATNAL2	NA
C5orf66-AS1	0.189490968801314
LOC105378311	NA
MIR548F1	0.00588235294117647
RRM2B	0.0869185456022749
RRM2B	0.086260631480834
PTPN20	NA
MIR3924	0
FGFR2	0.148758162533499
ANAPC15	0.248402909550917
RGR	0.0802574803706586
RAPGEF6	NA
PRSS40A	0.0344374342797056
PRSS40A	0.0384921230307577
PRSS40A	0.0344296763535331
UBAP2L	0.172596085493578
FAM133CP	0.714603174603175
MBNL2	NA
POTEG	0.0480020089776188
SLU7	0.137025570462103
DPP6	NA
DPP6	NA
NSA2	0.141288600838734
DPP6	NA
TNIP1	0.0665557534595132
TNIP1	0.0665557534595132
MAX	0.210747663551402
AGBL4	NA
BTN2A1	0.0494000510594843
BTN2A1	0.0526273501526595
TSPY1	0.333726752503576
LINC01553	0.0979985174203113
LAYN	0.0990771693582558
ATPSCKMT	0.0589599639388599
LAYN	0.0990771693582558
FAM187A	0.469014084507042
ATPSCKMT	0.0589599639388599
IDH3B	0.231132437619962
SLC4A7	0.124821252245501
ARHGEF2	0.16365115833812
WHRN	NA
ANKRD12	NA
GSTK1	0.103630305156086
FCRLA	0.0806175438596492
FCRLA	0.0806175438596492
FCRLA	0.0806175438596492
CACNA1C	NA
FGF1	0.0826841135622848
ZKSCAN4	0.10055377940169
TVP23A	0.0490723508758466
TMCC2	0.127409006066262
TMCC2	0.112145703750605
MIER3	0.201054670684461
USP39	NA
CCT4	0.131621726856809
FAM91A1	0.129272754344543
CXorf51A	0.0368839427662957
OSBPL5	0.057099929672016
USP17L29	0.379861982434128
USP17L29	0.287139272271016
EFR3A	0.0947447694161469
EFR3A	0.0947447694161469
LINC00845	0.167379731861199
NORAD	0.3406624251497
IP6K2	0.125084132592966
IP6K2	0.125084132592966
TMEM26-AS1	0.0860543217139772
TMEM26-AS1	0.120818787686449
TMEM26-AS1	0.0735513739545999
GOLGB1	0.164673674483078
SDSL	0.064857214743993
STK38	0.120142193360578
SPRY3	NA
NAT9	0.109075283602613
NDST2	0.366284593143329
STAMBP	0.110068219242531
PLCG2	0.0422670069140004
LOC283045	NA
NUDT13	0.136612072999532
ATP2B1	NA
NEUROD1	0.606021717670286
NDUFA2	0.15930975713677
NDN	0.434452018877818
NCBP1	0.109594770587056
NBN	0.0700709026452137
NUBP1	0.058382658461056
CEACAM6	NA
NASP	0.15018075400241
PPP1R12B	0.0977734062826572
POLR2M	0.103457814661134
REM1	0.117171401810802
PRANCR	0.109659090909091
DDX59-AS1	0.0580844615073752
CT45A6	0.0311789421651013
METTL8	NA
B3GALNT1	0.0832208831603926
B3GALNT1	0.0832208831603926
PRMT9	0.112427067410166
LOC105378330	0.107154213036566
JMJD1C-AS1	0.235955056179775
LINC02671	NA
LINC01515	NA
BMF	0.251981896141019
BMF	0.240176952244875
OGDH	0.058796620588109
ADGRE2	0.0880064206909023
LOC101928961	0.105881655300946
LRRTM3	0.0902348606180076
UBL5	0.179445202364711
SMIM15	0.143600503566932
MIR7151	0
SAMD4B	0.148136199872842
DZANK1	NA
TMEM74B	0.193765968318856
MIS18BP1	0.107993761746711
TMA16	0.055707709566361
FGD6	NA
AP5S1	0.0861811166043652
RSAD1	0.181253513209668
SLC29A3	0.0808330311820157
CDADC1	0.113585882972653
POU5F1P5	0.455223880597015
ATXN7L3	0.562384351044145
SLC1A5	0.1024161884627
SLC1A5	0.0907508862391234
HTR3D	0.124472407917158
CXorf49B	0.0293636595962177
TTC21A	0.125406478043784
ASGR2	0.0569120154176859
BAD	NA
ASTN1	0.1135054849875
NAT9	0.109075283602613
SYNGR2	0.153042298122597
RXFP1	0.0700205837896962
ZNF442	NA
GGA1	0.102941176470588
LOC102723996	0.0197036724949091
LOC102723996	0.0223299596574421
MXRA7	0.0713390501319262
DMRT1	0.0815481347821598
CRYAA	0.145302795031056
CRYAA	0.140722049689441
SPTAN1	0.142042034634171
KCNH7-AS1	0.066895102968524
LIN54	0.11822641815799
CT45A6	0.0267645607107601
BCS1L	0.369032429558745
MEF2C	NA
MEF2C	NA
MEF2C	NA
MEF2C	NA
MEF2C	NA
MEF2C	NA
MEF2C	NA
AGO2	NA
KIF21A	0.109832948617024
PEF1	0.112290167865707
CARD8	NA
DNTT	0.101306691667643
PAX2	0.212751884690154
DLG1	0.11725269317001
PILRB	0.08471007121058
LINC01093	0.0146062200216618
MBNL1	NA
USP6NL	0.081731596282543
CCR5AS	NA
DIAPH2-AS1	0.158128991236557
SNORD98	0.998529411764706
NUBPL	NA
ANAPC11	0.0549800796812749
ALG13	0.142869185571032
VPS35L	0.0596492554756572
TXNDC11	0.0783281588108006
HEXIM2	0.146413295857265
HEXIM2	0.146413295857265
CD81	0.0452645452833742
CD163L1	NA
TSC22D1	0.11663573921232
TSC22D1	0.117151328273245
TOB1	0.490510948905109
SPHK2	NA
STAT4	0.0958007572404983
CACNA1B	NA
KLK5	0.0515661908185273
SEPTIN2	0.066088505777242
MTSS1	0.0699632607362491
GAGE4	0.0707690206255975
LOC101928994	0.0621656273675622
ARMH2	0.137689393939394
MAGEA2	0.00949540144171017
NEK11	NA
B3GALNT1	0.0832208831603926
TEX15	0.111031596003241
LZTS1	0.0880900189975155
TANGO2	NA
TANGO2	NA
TANGO2	NA
VWDE	0.0997974212269707
VWDE	0.0997974212269707
EXO5	0.17181235510705
EXO5	0.17181235510705
EXO5	0.17181235510705
EXO5	0.17181235510705
GTF2IRD1	0.0607913161027381
ANO1	NA
GXYLT1P3	0.369108527131783
ENOPH1	NA
RAP1GAP	0.0934657770242556
IGF2BP1	NA
NPRL2	0.375657510227937
EXOC5	0.141178362573101
GLRX3	0.100217175334427
NCOA2	0.112749125933583
CACNG3	NA
BCL2L11	NA
USP3	NA
CLCA2	0.100688611660079
NCOA3	NA
PXK	0.0976790827872459
AHI1	NA
ZNF765	0.0402002606943952
NID1	NA
TYSND1	0.0797747814491036
SGPP2	0.0679692931633841
LARP1B	NA
NUP54	0.135164510603107
CCDC91	NA
CCDC91	NA
CCDC91	NA
HSPA4L	0.138453473650894
UPF3A	0.101859036534109
HCLS1	0.100684606520707
MTR	0.0730134049737331
TNKS1BP1	0.126754108723135
CEP295	0.120606307696788
ASCC1	NA
ASCC1	NA
DGKG	NA
EHF	0.147075552185041
LINC02476	NA
POLR1F	0.0866254234791575
OR5AP2	0.195168067226891
SRRT	0.286536901865369
IFT81	NA
LINC02622	0.0827213822894169
LINC02622	0.0878661844484629
TMEM159	0.0570452059788553
GPIHBP1	0.010192210419828
GPR142	0.192091836734694
GPBP1	0.11547519201907
MTFMT	0.123484659959472
FGD4	NA
C1orf105	0.0786462011382043
PHF11	NA
ALPK1	0.114993735112287
ZNF254	0.108452152774531
NOLC1	0.163424192284246
ZNF420	0.142344571012158
LETM2	0.123188217457223
ZNF26	NA
ZNF26	NA
RPS6KA6	NA
CDH23-AS1	0.128283364287609
MIR7152	0.00181818181818182
TCAF2	NA
RABGAP1L	0.118385318473618
TRDN	NA
GP6	0.0617777596807688
FBXL2	0.125684643875036
TSPAN4	0.0458055486951511
PIGG	0.0698155833312868
NRG1	0.1121148019302
CA5A	0.0421919901058528
CHRDL1	0.166690717676672
CHRDL1	0.166690717676672
SHANK2	NA
MIA2	NA
RAB8B	0.136183958040169
TMEM63B	0.171466371080201
ODF2	0.105350918266479
FGFR1	0.1497994097167
CNN2	0.0892928806485272
TMEM164	0.119982665054626
FRMPD3	0.212553892974893
MIR4676	0
TSGA10	NA
C16orf87	0.118945046012715
C16orf87	0.118945046012715
FBXL18	NA
BCKDHA	0.0741668505848598
AMY2A	0.150556213017751
BDKRB1	0.0758620689655173
ALOX5	NA
AHI1	NA
PRELID2	0.0927037974683547
GRM8	NA
MASTL	0.11957488574671
SNORA11F	0.222480620155039
PROX2	0.111551440685299
FGF13	NA
FAAP100	NA
WDR26	0.17808346088778
TASL	0.104808149047342
DNAJC9-AS1	0.166187244674027
DNAJC9-AS1	0.102364654635968
DNAJC9-AS1	0.102364654635968
DNAJC9-AS1	0.176209527737677
CLINT1	0.167132152588558
DICER1	0.202851280749625
PRR9	0.186631944444444
UTY	NA
ZNF665	NA
ZNF525	0.0405841513047642
FUT6	0.0858335320772717
NKX6-3	0.139436370081531
AFDN	NA
PLAGL2	0.441736106554688
PPP3CB-AS1	NA
PPP3CB-AS1	NA
SLMAP	NA
RNPS1	0.127667088691944
PARP6	NA
GPM6A	0.0556577851339809
ACTR6	0.113904536021346
CORO1B	0.227302631578948
PSMD2	0.298481296503924
DNASE1L2	0.183737329219921
CLDN18	NA
OR1S2	0.215730337078652
OR10A2	0.222562979189485
BMS1P4	NA
GLUD1P3	0.317506193228737
SHCBP1L	0.188923700354577
GLCE	0.119291312836898
CTNNA1	0.14688158378758
ZSWIM8	0.432855642720366
TRIM49D1	0.0244523124585085
PCOTH	0.19718875502008
SPIDR	NA
ZSWIM8-AS1	0.577655003069368
CT47A10	0.0925903614457831
CASP8	NA
CASP8	NA
PRNP	0.105054843398969
PRNP	0.105054843398969
PRNP	0.105054843398969
LDB3	0.0898002603918578
LDB3	0.0909958466757551
LDB3	0.0850776312478723
IFT81	NA
ISOC2	0.0667051622589215
KANK2	0.0982330137933103
PODN	0.117326690146894
SMAP2	0.157441215730568
PARL	0.0727679775583964
FCHO1	0.0987799799113156
TANC1	0.115672260791509
TJAP1	0.157764766660926
PQBP1	0.200818163223563
IL18BP	0.0959046137895283
SCAMP3	0.197602256699577
GPC6	NA
SCAMP2	0.0907817930289839
PDCD7	NA
TSSC4	0.129539641943734
PTPRU	0.117127824545858
NR1H3	0.176691729323308
RABEP1	0.119380724026256
REPS1	NA
XKR9	NA
RIMS1	0.0857056358706737
NCALD	NA
NCALD	NA
ELAVL4	0.237344190496984
ELAVL4	0.274954635391571
MLH1	0.0977894883300289
MLH1	0.0977894883300289
MLH1	0.0977894883300289
NOX5	0.121591209854884
NOX5	0.121591209854884
COMMD10	0.0935468338415942
MADD	0.196186847772073
IARS1	0.0988393819619118
SLC38A9	NA
IFT81	NA
POTEH	0.0452874363273959
MIDEAS	0.171849130107575
GULP1	NA
SNX25	NA
PIK3IP1-DT	0.129992520568437
ACVRL1	0.154908925318761
POMT1	0.097045443662309
POMT1	0.097045443662309
RBM23	0.134959725594481
RBM23	0.134959725594481
CD320	0.0503609818706883
AGPAT3	0.0516299062671101
KCNIP1	NA
UTY	NA
UTY	NA
UTY	NA
POLM	0.0979770992366412
PCDHGB1	0.261051766639277
PCDHGA12	0.271439087228561
PCDHGA1	0.267974120501415
SRSF8	0.453092664980456
EIF4H	0.0923137806701257
PCDHGA11	0.183733301422915
UCKL1	0.114316715896076
UCKL1	0.114316715896076
RSRP1	0.167678125600154
RSRP1	0.166900075700227
RSRP1	0.167678125600154
MAPKAPK5-AS1	0.0321478060046189
MAPKAPK5-AS1	0.0321478060046189
MAPKAPK5-AS1	0.0321478060046189
MAPKAPK5-AS1	0.0321478060046189
CERS3	NA
LOC100421372	0.265888441633122
PIBF1	NA
BABAM2	NA
KANK2	0.0982330137933103
BTG3-AS1	0.127314049586777
PIBF1	NA
MIR637	0
MIR634	0.0540816326530612
MIR632	0.786315789473684
MIR33B	0.777319587628866
MIR630	0.0336734693877551
MIR627	0
MIR626	0.0705263157894737
MIR625	0.0825581395348837
MIR624	0.063265306122449
MIR619	0
MIR548C	0.0387755102040816
MIR616	0
MIR613	0.05625
MIR612	0.0356435643564356
SYNRG	NA
DMKN	0.0566103229701178
PCDH7	0.35686835000794
COPB2	0.135924076543746
ZNF239	0.0725239352921758
PSCA	0.02665770609319
LOC102723439	0.187807763077193
TOR1AIP2	0.108176266885194
ANK2	NA
LOC101929165	0.152201710559743
SNORD172	0.933333333333333
CADM2	NA
PCNT	0.0711083036068174
MIR30D	0.830985915492958
MIR188	1
MIR186	0.982758620689655
MIR129-2	1
MIR185	0.990361445783133
MIR126	0.955813953488372
MIR184	0.854117647058824
ZNF74	0.0591779672864533
C21orf91	0.127830437072143
ZNF74	0.0591779672864533
PKD1L2	NA
ZNF333	0.0561736728094684
SLC5A11	NA
PTBP3	0.117471054130072
TMEM183B	0.725709219858156
ZNF503-AS1	NA
ZNF503-AS1	NA
ZNF503-AS1	NA
ZNF503-AS1	NA
ZNF503-AS2	0.321123927038626
ZNF503-AS2	0.258633152620339
ZNF503-AS2	0.264384485666105
ZNF503-AS2	0.264116296863045
ZNF503-AS2	0.255218327785393
ZNF503-AS2	0.257833575430588
LOC101929234	0.0619640387275242
MIR606	0.00618556701030928
LRMDA	NA
LOC105378367	0.262513139034879
PTPRA	NA
MYO18A	NA
MYO18A	NA
ALDH1A2	0.118203840262193
ASAP2	NA
AMER3	0.0932438869482374
AMER3	0.0985329036635005
TUB	0.130981864664056
LINC00161	0.0115495668912416
LINC00161	0.0115495668912416
ATG4C	0.140235563714319
ATP5IF1	0.154117063492063
ATP5IF1	0.154398382204247
CDCP1	0.04790377817057
NMNAT3	NA
MOGAT3	0.0920398009950249
ELF2	NA
ELF2	NA
LIMS4	0.153359815859816
KCNMA1-AS1	0.194674824132257
KCNMA1-AS2	0.0505015640168267
KCNMA1-AS3	0.0693470069533465
SNX2	NA
SLC25A26	NA
B9D1	0.12024088748019
B9D1	0.097002662260167
B9D1	0.106797844213951
DLG5-AS1	0.0240796019900498
TEX38	0.204214780600462
FAT4	0.145923395456768
BTBD9	NA
KCNJ13	0.199944263817928
KCNJ13	0.199944263817928
BAG1	NA
SLC2A14	NA
LINC00856	0.176529090004973
LINC01572	NA
PCDH17	0.187023542313646
CLNS1A	NA
KRT39	0.125231454353686
WNK1	NA
LOC729815	0.0341352405721716
LOC729815	0.0404909790002958
ENTPD8	0.0953109363831309
CENPM	0.13551276309897
CENPM	NA
PRSS16	0.116354668759108
EFS	0.19398950729927
RRP1B	0.0652282248569316
LINC02679	NA
BEND3P3	0.558892079040702
FIP1L1	0.109148913161026
HP1BP3	0.130438906613779
BMS1P21	0.126251626091804
MBL1P	0.125857968059803
FCHO1	0.0987799799113156
TMEM254-AS1	0.100949578302287
TMEM254-AS1	0.100949578302287
TMEM254-AS1	0.100949578302287
TMEM254-AS1	0.100949578302287
TMEM254-AS1	0.100949578302287
NXF2B	0.150861018652264
CTSB	0.0618760757314974
TMEM254	0.062345957318906
TMEM254	0.062345957318906
TMEM254	0.062345957318906
TMEM254	0.062345957318906
GPATCH8	0.160676796729773
GUK1	0.0758127738067789
GCSAM	0.0371686407219402
CATSPERD	NA
D2HGDH	NA
SUN3	NA
NFIB	NA
EYA4	NA
ABI2	NA
LOC100130698	0.029260324098275
APP	NA
CCDC51	0.138837150767682
CCDC51	0.138837150767682
B3GAT1-DT	0.0462641476706031
SRSF6	0.440510316585289
HLA-DOB	0.112402735203961
HLA-DOA	0.099630314232902
INPP5J	0.219480298913043
KIF1A	0.0686390365791798
MBD1	0.251752383510138
PIAS2	0.100707283050748
MBD1	0.265784996133024
LOC101929574	NA
FDXACB1	0.262668753668558
TOB1	0.577627118644068
YAF2	NA
LINC02655	0.0548362528560548
EPB41L3	NA
MRPL48	0.127977893115544
ZMYND11	NA
NRG3-AS1	0.0120010235414534
LINC02650	0.0329775880469584
MRPL44	NA
ACD	0.197309090909091
UBAP2L	0.191790596063655
CAMK2G	0.176462770489011
POLR1B	0.13362005081516
ANKRD54	NA
PRR12	NA
LINC01519	0.146682464454976
LINC01519	0.148142779489038
LINC02647	0.00156438026474128
LOC101929662	0.0351102826964896
GRID1-AS1	0.0696160889913858
SMIM12	0.0803919480242838
SMIM12	0.08468624064479
LTF	0.0594944843097355
SLC38A11	0.10311889478091
TMCO4	0.0462953995157386
TELO2	0.0991635470285447
ARNTL	0.0999917838232618
AGO1	0.223977263122307
TRIM32	0.204544155472992
LRP5L	0.0983215151243155
TMPRSS11B	0.060757233629155
MTERF4	0.0873474248288181
ZFAND2A	0.0594157180085037
ZNF227	NA
STRA8	0.0464288390916586
C2orf50	0.0439283162003189
USP12	NA
OLFML2A	0.10077088134785
C1QTNF6	0.118223431894099
CPEB2	0.129236611892659
BAGE3	NA
BEND4	0.172392594010143
NUTM2A-AS1	0.0954135504798212
LINC00863	0.207124463519313
LINC00863	NA
WIF1	0.124685559061134
FAM245A	NA
MIR4678	0
STIM1	NA
NIBAN3	0.0607895011661503
ZGPAT	NA
DHFR2	0.181265012009608
PLA2R1	NA
C8orf34	NA
KRTDAP	0.100095480585614
PPARGC1A	NA
TPD52L2	0.0665346986942784
CFL1P1	0.131969524925827
NACA	0.195580239241883
SLC25A24	NA
DTX2	0.0741189859508673
TCEAL3	0.293821057834899
CLEC6A	NA
RPS6KA2	NA
ALG8	0.113388267507039
PEMT	0.0400153226461745
TTN	NA
ABLIM1	0.0669937254395434
GPM6A	0.0573873758873129
CACNB2	NA
MAFA	0.46378277153558
SEZ6L2	0.15171697249322
SLC4A3	0.279940327504856
CACNB2	NA
CACNB2	NA
ADGRG1	NA
COX7A2	NA
PNMT	0.265296989422295
MIR4679-2	0.00128205128205128
MIR4679-1	0.00131578947368421
TMEM200B	0.364294996751137
MAP7D2	NA
CYB5A	0.0290498309783799
USP1	0.24190427041672
TOR2A	0.213308589607635
ANGEL2	0.150031652247309
ANGEL2	0.150031652247309
SLC9B2	0.0967528893780958
TUBG2	0.244018643190057
SLC16A12-AS1	0.0981253083374445
UBE2NL	0.961219305673159
FLJ37201	0.233831070889894
TRPC3	0.112789213853908
PLAC8	0.0984571169263349
PLAC8	0.0870233196159122
ALG12	0.095420350337708
ASB8	0.169973273026316
DSCC1	0.118923357664233
C2orf49	0.138439133042063
LINC00865	0.0692436235708004
LINC01374	0.103937626940968
LINC01374	0.124116462869072
LINC01375	0.0732917920068756
LINC02653	0.0954435011497915
TACC1	NA
ADAMTSL4	0.167701917237789
TMPRSS5	0.0928780073291199
XLOC_008559	NA
LOC105378430	0.116821159312817
LINC00502	NA
NUDT9P1	0.344795539033457
HECTD2-AS1	NA
EPHX2	0.0505448064237545
CAND1	0.154275945214143
ATM	0.0969504882645195
ATM	0.0944903581267217
SMARCD1	0.265764300123641
HECTD2	NA
HECTD2	NA
TNKS2-AS1	0.221687609870434
TNKS2-AS1	0.22115309952116
GFUS	0.185465234137442
RPL8	0.31212352268395
ANKFN1	NA
DYNC1I2	0.214654416104387
LYRM2	0.16576245210728
NDRG4	0.0607321764918045
MARK2P9	0.376029567053854
DECR1	0.0917487519843922
ATXN7L3	0.553359732706348
OR4E2	0.257158006362672
PUS1	0.0819636626158104
FMN1	NA
LTC4S	0.125985730379272
FZD3	0.144234059826392
ANKS4B	0.106763261052945
ASB3	0.10630989527677
CHEK2	NA
EDARADD	NA
PDCD10	0.0995722051060659
PDCD10	0.0992009894381407
CRYZL1	0.0746822640357235
KAT6B	0.188813258217594
APLP2	NA
TRIM68	0.0815291287522228
TRIM35	0.0642110050022738
SMARCA4	0.0703683217605167
RHBDD1	NA
RCOR3	0.145026966449534
DENR	0.12101195044403
KLHL40	0.237437580253959
BICDL1	NA
LRTOMT	0.158912941805305
TMTC1	NA
SEMA6A	NA
NLGN2	0.400357826412582
KLHL14	0.169286112882655
PACSIN1	0.0838652764320523
MAPK8	NA
MAPK8	NA
HLTF	NA
FRA10AC1	0.107964601769911
NIFK-AS1	0.0209542230818827
PIPSL	0.575562615832671
GFRA1	0.138423360453773
GFRA1	0.142305477110582
PLCE1-AS2	NA
TCF7L2	0.208250855439861
TCF7L2	0.20823993119593
PLCE1-AS2	0.105291352355964
PLCE1-AS1	0.129503983551786
SNAP91	NA
GCLM	0.157340163934426
BCAR3	0.107249284890919
EVI5	NA
BTNL9	0.0583791777580598
MAPK9	0.0981266261925408
IL2RA	NA
IL2RA	NA
MICOS13	0.132045088566828
ZZZ3	0.111668994240289
RBFOX3	0.0422527544143468
KLK6	NA
FIP1L1	0.109148913161026
FIP1L1	0.109148913161026
GPX2	0.200752508361204
PDYN	0.0979148875604896
PDYN	0.109917300253435
ELP3	NA
ELP3	NA
ELP3	NA
LRIT2	0.225411764705882
ELP3	NA
L3MBTL4	NA
PREX1	0.0598096668433565
MAP2K3	0.067208233780555
MORF4L2	0.256475943943586
KCNH4	0.180113800354595
KCNH3	0.171314617217445
KCNG2	0.0720802213001383
KCNE5	0.444843962008141
KCND2	0.103533810320179
FTSJ1	0.144351423224663
ZNF346	0.111684440617341
SRGAP3	NA
TRIM17	0.0792155548105934
ARPP21	0.322521947326417
RPS14	0.118209963411202
ARPP21	0.322521947326417
ARPC4	0.123186422118806
ARPC4	0.123186422118806
BRMS1	0.11429123213596
USB1	NA
SERPINB6	0.0506621102093122
PPP2R5E	NA
LYPD6B	0.0887625404280745
ZBTB32	0.139721198525877
RAPGEF3	0.130225539377625
TM6SF1	0.0843967342001813
TM6SF1	0.0843967342001813
OTOF	0.0862340603613815
IQCG	0.0913133545090454
WASF1	NA
RAB29	0.136062950120032
NEK11	NA
SNRPG	0.082443379070921
SNRPG	0.0840694538098451
SNRPG	0.0851099830795264
TIAL1	0.309942711648632
MIA3	0.123128706523481
PAK1	NA
NRXN2	NA
ENTPD1-AS1	NA
SORBS1	0.10930689102564
SORBS1	0.10930689102564
DHRS7B	0.135425698736279
PRPF19	0.142365484132427
AMOTL1	0.0849982471354506
CTNND1	NA
PLEKHG5	0.125300122498979
ENTPD1-AS1	0.143256514622594
ENTPD1-AS1	0.143256514622594
ENTPD1-AS1	0.143256514622594
PWWP3B	NA
SLIRP	0.0886277801091062
MIR3157	0.0209302325581395
FLNB	0.115826161264726
ZNF518A	NA
ANK2	NA
KIAA0586	0.127519189016862
MAP3K8	0.104839289566405
SPIB	0.106470782436448
RYR3	0.0888294461376595
BLNK	NA
BLNK	NA
BLNK	NA
BLNK	NA
FBLN5	0.0807677077345599
RAD52	0.0753253221295668
HNRNPM	NA
SLC45A2	NA
TCF12	NA
TCF12	NA
ZNF827	NA
THBS4	0.112510843577429
RGS5	0.0518698757815205
OPALIN	0.0602191814748314
OPALIN	0.0602191814748314
TPK1	NA
HPS4	0.0589532829522033
RHOBTB1	0.150241738391245
RPL13AP5	0.782094081942336
LOC102723665	0.20027352297593
ESRRG	NA
ESRRG	NA
SNX14	NA
LRRC28	NA
SLIT1-AS1	0.0539778449144008
ARHGAP19-SLIT1	NA
USP8	0.116228976426937
MAPKBP1	0.184840649766736
LRRFIP2	0.107147475269931
LRRFIP2	0.107147475269931
LRRFIP2	0.107147475269931
LRRFIP2	0.106316555706412
AZIN2	0.107425426891192
C11orf54	0.112101348210135
MPP3	0.0971417106522208
MPP3	0.0971417106522208
SMAD1	NA
UQCR10	0.110965200262639
PDE1A	NA
USP17L30	0.245671267252196
DNAJC6	NA
SEC11A	0.118893979754928
SNORA21	0.727611940298508
ST7-AS1	0.191953414505029
OPRM1	0.0627617305169003
RCOR3	0.145026966449534
SLC25A13	NA
FAM99A	0.0912793271359009
SUV39H2	NA
ZC3H11A	0.200222210826796
PSD	0.271576576576576
IFT46	0.150496519721578
MAP3K7CL	0.0935297393065052
SAR1A	NA
SPIRE1	0.0901080828178099
THAP10	0.141052916253493
SH3GLB2	0.136936513899324
PAM	NA
CHFR	NA
FLACC1	0.132028490358447
DOLPP1	0.201297030764283
