gene_id	phastCons_mean
YPEL2	NA
NFASC	0.0748006680314629
ZNF195	0.0599877479854861
CACNA1G	0.23305221846071
SEC11C	0.0773075096311152
BCAT2	0.0872173858583328
SLC7A2	0.106360290648296
LMBR1L	0.185234704258102
ANKS1B	NA
MAP3K4	0.0734458061435622
SNRPN	NA
